Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mitochondrion organization (GO:0007005)	1/175	3.149779e-01	3.607595e-01	0	0	2.707033e+00	3.127308e+00	MYH14
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	1/178	3.194258e-01	3.643673e-01	0	0	2.660748e+00	3.036526e+00	IRAK3
GO_Biological_Process_2021	protein stabilization (GO:0050821)	1/179	3.209022e-01	3.643673e-01	0	0	2.645666e+00	3.007114e+00	TMEM88
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	1/179	3.209022e-01	3.643673e-01	0	0	2.645666e+00	3.007114e+00	RSAD2
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	1/182	3.253125e-01	3.683136e-01	0	0	2.601421e+00	2.921314e+00	IRAK3
GO_Biological_Process_2021	endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	1/185	3.296949e-01	3.722057e-01	0	0	2.558618e+00	2.839011e+00	AREG
GO_Biological_Process_2021	negative regulation of cell differentiation (GO:0045596)	1/191	3.383765e-01	3.809152e-01	0	0	2.477068e+00	2.684141e+00	ABCA1
GO_Biological_Process_2021	regulation of macromolecule metabolic process (GO:0060255)	1/200	3.511932e-01	3.942169e-01	0	0	2.363963e+00	2.473695e+00	PHOX2B
GO_Biological_Process_2021	generation of neurons (GO:0048699)	1/202	3.540083e-01	3.962479e-01	0	0	2.340204e+00	2.430150e+00	PHOX2B
GO_Biological_Process_2021	proteasomal protein catabolic process (GO:0010498)	1/205	3.582085e-01	3.998134e-01	0	0	2.305439e+00	2.366856e+00	UCHL1
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	1/207	3.609938e-01	4.017841e-01	0	0	2.282825e+00	2.325958e+00	AREG
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	1/221	3.801631e-01	4.219275e-01	0	0	2.136039e+00	2.065880e+00	SEMA3G
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	2/625	3.906191e-01	4.323144e-01	0	0	1.513839e+00	1.423043e+00	AREG;POU3F3
GO_Biological_Process_2021	apoptotic process (GO:0006915)	1/231	3.935105e-01	4.330813e-01	0	0	2.042133e+00	1.904590e+00	FAP
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	1/231	3.935105e-01	4.330813e-01	0	0	2.042133e+00	1.904590e+00	UCHL1
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	4.026861e-01	4.419452e-01	0	0	1.981113e+00	1.802016e+00	TGFBR3
GO_Biological_Process_2021	membrane organization (GO:0061024)	1/242	4.078683e-01	4.463892e-01	0	0	1.947836e+00	1.746841e+00	AREG
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	1/246	4.130066e-01	4.507607e-01	0	0	1.915646e+00	1.693990e+00	IRAK3
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	4.218940e-01	4.591885e-01	0	0	1.861772e+00	1.606712e+00	TMEM88
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	1/267	4.392762e-01	4.754803e-01	0	0	1.762531e+00	1.449906e+00	AREG
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	1/267	4.392762e-01	4.754803e-01	0	0	1.762531e+00	1.449906e+00	UCHL1
GO_Biological_Process_2021	central nervous system development (GO:0007417)	1/268	4.404981e-01	4.754966e-01	0	0	1.755841e+00	1.439525e+00	POU3F3
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	1/269	4.417174e-01	4.755099e-01	0	0	1.749200e+00	1.429246e+00	SEMA3G
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	1/276	4.501798e-01	4.832993e-01	0	0	1.704069e+00	1.360032e+00	UCHL1
GO_Biological_Process_2021	proteolysis (GO:0006508)	1/287	4.632255e-01	4.959534e-01	0	0	1.637612e+00	1.260210e+00	FAP
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	1/303	4.816629e-01	5.142958e-01	0	0	1.549590e+00	1.131992e+00	AREG
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	1/310	4.895333e-01	5.212868e-01	0	0	1.513947e+00	1.081416e+00	FAP
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	2/764	4.929066e-01	5.234641e-01	0	0	1.228795e+00	8.692930e-01	AREG;POU3F3
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	1/321	5.016659e-01	5.313343e-01	0	0	1.461086e+00	1.007888e+00	UCHL1
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	1/351	5.333411e-01	5.633684e-01	0	0	1.333810e+00	8.384248e-01	COL8A1
GO_Biological_Process_2021	ubiquitin-dependent protein catabolic process (GO:0006511)	1/354	5.363983e-01	5.650827e-01	0	0	1.322272e+00	8.236144e-01	UCHL1
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	1/381	5.630468e-01	5.915746e-01	0	0	1.226629e+00	7.045665e-01	POU3F3
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	1/384	5.659138e-01	5.930054e-01	0	0	1.216835e+00	6.927604e-01	POU3F3
GO_Biological_Process_2021	phosphorylation (GO:0016310)	1/400	5.808965e-01	6.070908e-01	0	0	1.167084e+00	6.339401e-01	IRAK3
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	1/408	5.881972e-01	6.130945e-01	0	0	1.143676e+00	6.069409e-01	SEMA3G
GO_Biological_Process_2021	organelle organization (GO:0006996)	1/420	5.989160e-01	6.226198e-01	0	0	1.110240e+00	5.691467e-01	STRIP2
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	1/464	6.359361e-01	6.593653e-01	0	0	1.002468e+00	4.537745e-01	POU3F3
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	1/482	6.500993e-01	6.722812e-01	0	0	9.640630e-01	4.151546e-01	POU3F3
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	1/485	6.524069e-01	6.729014e-01	0	0	9.579398e-01	4.091234e-01	POU3F3
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	1/511	6.717934e-01	6.910877e-01	0	0	9.078898e-01	3.611627e-01	POU3F3
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	2/1079	6.823402e-01	7.001095e-01	0	0	8.551306e-01	3.268539e-01	POU3F3;PHOX2B
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	1/546	6.962309e-01	7.113459e-01	0	0	8.480559e-01	3.070589e-01	AREG
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/547	6.969024e-01	7.113459e-01	0	0	8.464591e-01	3.056648e-01	POU3F3
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	1/566	7.093876e-01	7.222189e-01	0	0	8.171934e-01	2.805860e-01	TGFBR3
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	2/1183	7.311884e-01	7.424954e-01	0	0	7.755313e-01	2.428065e-01	POU3F3;PHOX2B
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	1/742	8.035569e-01	8.138853e-01	0	0	6.174410e-01	1.350389e-01	POU3F3
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	1/908	8.646708e-01	8.735392e-01	0	0	5.000788e-01	7.271469e-02	PHOX2B
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	3/2206	8.675250e-01	8.741812e-01	0	0	6.044258e-01	8.589555e-02	ZFHX4;POU3F3;PHOX2B
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	3/2244	8.753002e-01	8.785833e-01	0	0	5.929050e-01	7.896805e-02	ZFHX4;POU3F3;PHOX2B
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	1/948	8.763534e-01	8.785833e-01	0	0	4.779504e-01	6.308271e-02	POU3F3
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	1/1025	8.961343e-01	8.961343e-01	0	0	4.402204e-01	4.827675e-02	IRAK3
